N Proj,Promotor,Designacao,Instrumento,Aviso,Aut Gestao,Org Intermedio,Concelho,Regiao,Sector,CAE (Rev3),Estrategia de Eficiencia Colectiva,Data de Aprovacao,Investimento Elegivel,Incentivo,N Contribuinte do Promotor
33046,"SYSTEEL, LDA",DINAMIZAR/REFORcAR A COMPETITIVIDADE DA EMPRESA NOS MERCADOS EXTERNOS,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Centro,AICEP,Mangualde,Centro,Industria,25110 - Fabricacao de estruturas de construcoes metalicas,,05-Mai-14,205115,103486,505310325
39426,"SOCIEDADE TeXTIL VITAL MARQUES RODRIGUES, FILHOS, LDA",ALWAYS DRY,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Guimaraes,Norte,Industria,13201 - Tecelagem de fio do tipo algodao,,30-Abr-14,499088,277936,500269106
39488,"ePOCA GOLD - MOBILIaRIO INTERNACIONAL, SA",INOVAcaO DO PRODUTO PARA OS MERCADOS INTERNACIONAIS,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Pacos de Ferreira,Norte,Industria,31091 - Fabricacao de mobiliario de madeira para outros fins,,24-Abr-14,1622120,1051949,506853047
40415,"GO4DIGITAL, LDA",GO4DIGITAL - INTERNACIONALIZAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO FC,AICEP,Alcacer do Sal,Alentejo,Servicos,73110 - Agencias de publicidade,,24-Abr-14,116934,51729,510698344
40690,"KSR, SA",RETAIL CONSULT - NOVA INTERNACIONALIZAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO FC,AICEP,Maia,Norte,Servicos,62020 - Actividades de consultoria em informatica,,24-Abr-14,344252,194407,509834370
32080,"IBERFAR, INDuSTRIA FARMACeUTICA SA",NOVA TECNOLOGIA DE IMPRESSaO AO NiVEL DA UNIDADE,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO Lisboa,IAPMEI,Oeiras,Lisboa,Industria,21201 - Fabricacao de medicamentos,,11-Abr-14,775539,426547,500109753
31962,"UMM - UNIaO METALO MECaNICA, SA",UMM LASER,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO Lisboa,IAPMEI,Sintra,Lisboa,Industria,25110 - Fabricacao de estruturas de construcoes metalicas,,11-Abr-14,576015,374410,500686122
36265,"BOSCH CAR MULTIMEDIA PORTUGAL, SA",HMIEXCEL - I&D CRiTICA EM TORNO DO CICLO DE DESENVOLVIMENTO E PRODUcaO DE SOLUcoES MULTIMeDIA AVANcADAS PARA AUTOMoVEL,I&DT Empresas/Projectos em Co-promocao/Regime Especial,,PO FC,AICEP,Multi-Concelhos,Norte,Industria,26400 - Fabricacao de receptores de radio e de televisao e bens de consumo similares,,09-Abr-14,15006539,8939699,502315407
32772,"FERNANDO CRISTINO, LDA",FERNANDO CRISTINO - INTERNACIONALIZAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Centro,AICEP,Mealhada,Centro,Comercio,"46430 - Comercio por grosso de electrodomesticos, aparelhos de radio e de televisao",,07-Abr-14,37985,15984,503004618
40486,"GBRANDB - AGeNCIA DE COMUNICAcaO E PUBLICIDADE, LDA",GYM ? BRANDBUILDERS,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO FC,AICEP,Alcacer do Sal,Alentejo,Servicos,73110 - Agencias de publicidade,,31-Mar-14,135505,59618,510705111
32065,"DIGITALSIGN - CERTIFICADORA DIGITAL, SA",DIGITALSIGN - NOVA DINaMICA INTERNACIONAL,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Guimaraes,Norte,Servicos,"63110 - Actividades de processamento de dados, domiciliacao de informacao e actividades relacionadas",,28-Mar-14,231583,122686,507015851
36070,"GOTENKS - TURISMO, LDA",PROJETO EMPRESARIAL DE TURISMO DE HABITAcaO NO CENTRO HISToRICO DE GAIA,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO Norte,TP,Vila Nova de Gaia,Norte,Turismo,55202 - Turismo no espaco rural,,28-Mar-14,230457,148105,505817250
40638,"BIKEEMOTION, LDA",BIKEEMOTION WORLD EVANGELIZATION,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Centro,AICEP,Aveiro,Centro,Servicos,62010 - Actividades de programacao informatica,,26-Mar-14,145516,71045,510815413
34071,"EFACEC ENERGIA - MaQUINAS E EQUIPAMENTOS ELeCTRICOS, SA",EFACEC QT1 - EFACEC QUIET TRANSFORMER,I&DT Empresas/Projectos em Co-promocao,08/SI/2012,PO FC,AdI,Multi-Concelhos,Norte,Industria,"27110 - Fabricacao de motores, geradores e transformadores electricos",,24-Mar-14,949310,475721,504040847
37495,"TEKEVER AUTONOMOUS SYSTEMS, LDA","ASEXPORT: INTERNACIONALIZAcaO DE LINHAS DE PRODUTO INOVADORAS PARA OS MERCADOS DE AERONaUTICA, DEFESA E SEGURANcA",SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO FC,AICEP,obidos,Centro,Servicos,71120 - Actividades de engenharia e tecnicas afins,,18-Mar-14,459729,211244,509100767
30328,"MAGNUM CAP - ELECTRICAL POWER SOLUTIONS, LDA",NEW CHARGE GENERATION - CONCEcaO E DESENVOLVIMENTO DE CARREGADORES BIDIRECIONAIS (V2G - VEHICLE TO GRID) DE VEiCULOS ELeTRICOS,I&DT Empresas/Projectos Individuais,07/SI/2012,PO FC,IAPMEI,Aveiro,Centro,Servicos,71120 - Actividades de engenharia e tecnicas afins,,18-Mar-14,537679,212791,509268587
33097,"CENTRAL REDE - EXPLORAcaO DE EMPREENDIMENTOS TURiSTICOS, LDA",VILLAS DA FONTE ? LEISURE & NATURE ? CRIAcaO DE HOTEL APARTAMENTO DE 4 ESTRELAS,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO Centro,TP,Leiria,Centro,Turismo,55116 - Hoteis-Apartamentos com restaurante,,10-Mar-14,1085191,705374,504689193
38980,"SOLINTELLYSYS, LDA",PLASMA TREATMENT - PROToTIPO DE EQUIPAMENTO PARA LIMPEZA DE SUPERFICIES POR PLASMA ATMOSFeRICO E APLICAcaO DE PINTURA,I&DT Empresas/Projectos em Co-promocao,08/SI/2012,PO Centro,AdI,Multi-Concelhos,Centro,Industria,"28992 - Fabricacao de outras maquinas diversas para uso especifico, ne",,10-Mar-14,1034240,499879,508648360
18531,"BERD - PROJECTO INVESTIGAcaO E ENGENHARIA DE PONTES, SA",M1 - CIMBRES AUTOLANcaVEIS DE GRANDE DIMENSaO ? SISTEMA M1,I&DT Empresas/Projectos Individuais,06/SI/2010,PO Norte,IAPMEI,Matosinhos,Norte,Servicos,71120 - Actividades de engenharia e tecnicas afins,Cluster Habitat Sustentavel,06-Mar-14,538478,310825,507455509
30283,"QUIDGEST - CONSULTORES DE GESTaO, SA",FSM - FIRST SIGHT MODEL,I&DT Empresas/Projectos Individuais,07/SI/2012,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62010 - Actividades de programacao informatica,,05-Mar-14,555906,370499,501989978
32005,"SYSADVANCE SISTEMAS DE ENGENHARIA, SA",AUMENTO DA VISIBILIDADE NOS MERCADOS INTERNACIONAIS/ CERTIFICAcaO OXIGeNIO MeDICO NO BRASIL,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO FC,AICEP,Maia,Norte,Industria,"28992 - Fabricacao de outras maquinas diversas para uso especifico, ne",,28-Fev-14,234905,152479,505757842
40382,"HOTMANAGEMENT EXPLORAcaO E GESTaO HOTELEIRA, LDA","HOTEL FARO - EFICIeNCIA ENERGeTICA, TIC E ECONOMIA DIGITAL",SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Algarve,TP,Faro,Algarve,Turismo,55111 - Hoteis com restaurante,,21-Fev-14,123951,55778,506908267
40449,"HELDER MADEIRA INDuSTRIA E COMeRCIO DE AZEITONAS UNIPESSOAL, LDA",INTERNACIONALIZAcaO DE PRODUTOS REGIONAIS,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Algarve,AICEP,Tavira,Algarve,Comercio,"46382 - Comercio por grosso de outros produtos alimentares, ne",,21-Fev-14,61000,27450,504414917
39813,"ROCHALGARVE - PLANEAMENTO DE FeRIAS PARA O TURISMO, SA",VITOR`S PLAZA: QUALIFICAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Algarve,TP,Portimao,Algarve,Turismo,55118 - Apartamentos turisticos com restaurante,,21-Fev-14,350411,159076,500870497
40303,"ACINET - SISTEMAS E TECNOLOGIAS DE INFORMAcaO, LDA",PROJETO DE QUALIFICAcaO E INTERNACIONALIZAcaO DA ACINET,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Algarve,AICEP,Albufeira,Algarve,Comercio,46190 - Agentes do comercio por grosso misto sem predominancia,,21-Fev-14,117248,56406,504450611
40155,"NEOMARCA, LDA",CAPTAcaO DE CLIENTES NOS MERCADOS EXTERNOS,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Algarve,AICEP,Faro,Algarve,Servicos,70220 - Outras actividades de consultoria para os negocios e a gestao,,21-Fev-14,87345,39305,503495140
37530,"CONFITEC II, LDA",CONFITEC II INTERNACIONALIZAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Vila Real,Norte,Construcao,41200 - Construcao de edificios (residenciais e nao residenciais),,19-Fev-14,150477,72816,507846737
36025,"FUSCHIAFUSION, LDA",CRIAcaO E LANcAMENTO NO MERCADO GLOBAL DE UNIDADE DE NEGOCIO PIONEIRA ` PRODELIX `,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO Alentejo,IAPMEI,Ponte de Sor,Alentejo,Servicos,38322 - Valorizacao de residuos nao metalicos,,18-Fev-14,11890185,6555252,510458815
42896,"MARLOURO - REPRESENTAcoES, CONSULTORIA E MOBILIaRIO, LDA",REQUALIFICAcaO DA aREA DE EXPOSIcaO DA LOJA E SITE INTERNET,Sistema de Incentivos de Apoio Local a Microempresas (SIALM),01/SIALM/2013,PO Centro,PO Centro,Viseu,Centro,Comercio,"47591 - Comercio a retalho de mobiliario e artigos de iluminacao, em estabelecimentos especializados",,11-Fev-14,33700,21566,507319818
30332,"ESRI PORTUGAL - SISTEMAS E INFORMAcaO GEOGRaFICA, SA",PGIR - PLATAFORMA DE GESTaO INTEGRADA DE RISCOS,I&DT Empresas/Projectos Individuais,07/SI/2012,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,31-Jan-14,578927,383781,501941231
37534,"STUDIO GF&L UNIPESSOAL, LDA",PROJETO DE INTERNACIONALIZAcaO DA STUDIO GF&L,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Vila Nova de Gaia,Norte,Industria,15201 - Fabricacao de calcado,,29-Jan-14,239130,139695,509455433
37540,"ALPALINA, LDA",ALPALINA - INTERNACIONALIZAcaO - 2013-2015,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Vila Real,Norte,Comercio,46341 - Comercio por grosso de bebidas alcoolicas,,29-Jan-14,208956,107251,508238765
37544,"RICARDO MILTON - PRODUcaO & COMeRCIO DE TeXTEIS-LAR, LDA",SISTEMA DE INCENTIVOS a QUALIFICAcaO E INTERNACIONALZAcaO DE PME,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Amarante,Norte,Industria,"13920 - Fabricacao de artigos texteis confeccionados, excepto vestuario",,29-Jan-14,191621,120137,506411516
37554,"ACH BRITO & CA, SA",CONSOLIDAcaO E EXPANSaO DA VERTENTE EXPORTADORA DA ACH BRITO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Vila do Conde,Norte,Industria,"20420 - Fabricacao de perfumes, de cosmeticos e de produtos de higiene",,29-Jan-14,202755,113765,500007616
37413,"IMPORTMATERIO - TRADING, LDA",PROJETO DE INTERNACIONALIZAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Amares,Norte,Comercio,46732 - Comercio por grosso de materiais de construcao (excepto madeira) e equipamento sanitario,,29-Jan-14,116808,55594,510729320
37444,"ACOUNTIA, LDA",ACOUNTIA - GLOBAL LAUNCH,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Matosinhos,Norte,Servicos,"69200 - Actividades de contabilidade, auditoria e consultoria fiscal",,29-Jan-14,149122,67396,504009567
37459,"WEBANKOR, LDA",BEWARKET,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Vila Verde,Norte,Servicos,62010 - Actividades de programacao informatica,,29-Jan-14,101633,45961,510060625
37468,"BUILDCARE, UNIPESSOAL, LDA",GLOBAL BC,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Vila Nova de Gaia,Norte,Servicos,71120 - Actividades de engenharia e tecnicas afins,,29-Jan-14,88409,39779,510515134
37469,"INOVAMAIS - SERVIcOS DE CONSULTADORIA EM INOVAcaO TECNOLoGICA , SA",`INOVA+ - EXPANSaO INTERNACIONAL`,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Matosinhos,Norte,Servicos,70220 - Outras actividades de consultoria para os negocios e a gestao,,29-Jan-14,170271,76435,504041266
37472,"MPT - MOBILIDADE E PLANEAMENTO DO TERRIToRIO, LDA",MPT - QUALIFICAcaO E INTERNACIONALIZAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Porto,Norte,Servicos,71120 - Actividades de engenharia e tecnicas afins,,29-Jan-14,210699,101177,507136535
37473,"ADEGA COOPERATIVA DE PONTE DE LIMA, CRL",ADEGA GLOBAL,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Ponte de Lima,Norte,Industria,11021 - Producao de vinhos comuns e licorosos,,29-Jan-14,88397,39779,500008698
37492,"IHCU ARCHITECTURE AND DESIGN CONCEPT, LDA",UCHI - VIDA ECOLoGICA?? A SOLUcaO NASCEU EM PORTUGAL,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Vila Verde,Norte,Servicos,71110 - Actividades de arquitectura,,29-Jan-14,281700,159572,510623182
37387,"LAMBDA & OMEGA, LDA",REFORcO DA PENETRAcaO DA MARCA DE CALcADO DE GOLF LAMBDA NOS MERCADOS INTERNACIONAIS,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Lousada,Norte,Comercio,46422 - Comercio por grosso de calcado,,29-Jan-14,595725,342683,508972906
37390,"LINO BARROS & FERREIRA, LDA",LBFUTURE,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Lousada,Norte,Industria,31091 - Fabricacao de mobiliario de madeira para outros fins,,29-Jan-14,478668,264321,501250131
37394,"LA PAZ - COMeRCIO, IMPORTAcaO E EXPORTAcaO DE VESTUaRIO",LA PAZ - IINTERNATIONALIZATION,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Porto,Norte,Comercio,46421 - Comercio por grosso de vestuario e de acessorios,,29-Jan-14,176878,101736,507615816
37400,"NUNO RODRIGUES UNIPESSOAL, LDA",PROMOcaO DAS EXPORTAcoES,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Porto,Norte,Servicos,71110 - Actividades de arquitectura,,29-Jan-14,158042,67724,507328841
37404,DECORGEL - PRODUTOS ALIMENTARES,INTERNACIONALIZAcaO TRIeNIO 2013-2015,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Trofa,Norte,Industria,"10393 - Fabricacao de doces, compotas, geleias e marmelada",,29-Jan-14,128520,63229,506676234
37417,"VILAVERDE & PRTAS - CONSULTORES, LDA","AUMENTO DA COMPETITIVIDADE, REFORcANDO A ORIENTAcaO PARA OS MERCADOS EXTERNOS",SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Porto,Norte,Servicos,70220 - Outras actividades de consultoria para os negocios e a gestao,,29-Jan-14,115900,53896,503569070
37426,"VISOUNDACuSTICA, LDA",VWP VICOUSTIC WORLDWIDE PRESENCE,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Pacos de Ferreira,Norte,Comercio,46732 - Comercio por grosso de materiais de construcao (excepto madeira) e equipamento sanitario,,29-Jan-14,153310,75552,505700034
37431,"FLOW OPTIONS - TECNOLOGIAS DE INFORMAcaO, SA",PROJECTO INTERNACIONALIZAcaO FLOW OPTIONS,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Porto,Norte,Servicos,62020 - Actividades de consultoria em informatica,,29-Jan-14,187667,101162,506764605
42010,"AZULGIRASSOL UNIPESSOAL, LDA",ELABORAcaO DE UM PLANO DE NEGoCIOS QUE TRADUZ A ESTRATeGIA QUE QUEREMOS IMPLEMENTAR E QUE SERa A BASE DA VIDA DA EMPRESA NOS PRIMEIROS TEMPOS DA SUA EXISTeNCIA,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Gaia,Norte,Comercio,"46494 - Outro comercio por grosso de bens de consumo, ne",,29-Jan-14,20000,15000,510465897
42014,"ATELIER GAULOIS - GABINETE INTEGRADO DE ENGENHARIA E CONSULTORIA, LDA",ECONOMIADIGITAL_ATELIER GAULOIS,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Braga,Norte,Servicos,71120 - Actividades de engenharia e tecnicas afins,,29-Jan-14,16900,12675,510783961
42028,"LUIS BAPTISTA SOARES, LDA",PLATAFORMA DIGITAL,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Gaia,Norte,Servicos,"82990 - Outras actividades de servicos de apoio prestados as empresas, ne",,29-Jan-14,19650,14738,510746306
42024,"FUTUREGREEN, UNIPESSOAL, LDA",PRESENcA MAIS PROFISSIONAL NA ECONOMIA DIGITAL,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Valongo,Norte,Industria,33200 - Instalacao de maquinas e de equipamentos industriais,,29-Jan-14,15000,11250,510654517
42025,"AGROMOTION, LDA",PLANO DE NEGoCIOS,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Braga,Norte,Comercio,"46332 - Comercio por grosso de azeite, oleos e gorduras alimentares",,29-Jan-14,20000,15000,510851444
42040,"HUGO ALMEIDA SANTOS, UNIPESSOAL, LDA",?HAS DIGITAL?,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Peso da Regua,Norte,Comercio,"47782 - Comercio a retalho de material optico, fotografico, cinematografico e de instrumentos de precisao, em estabelecimentos especializados",,29-Jan-14,20000,15000,510879128
37576,"MH TURISMO, UNIPESSOAL, LDA",PROJETO DE INTERNACIONALIZAcaO MH TURISMO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Porto,Norte,Turismo,79110 - Actividades das agencias de viagem,,29-Jan-14,88548,41327,510735967
37583,"IDV - INVESTIGAcaO E SERVIcOS ESPECIALIZADOS, LDA",IDVIDA - O LABORAToRIO VETERINaRIO COMO EXTENSaO DO BIOTeRIO DE EXPERIMENTAcaO ANIMAL,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Guimaraes,Norte,Servicos,71200 - Actividades de ensaios e analises tecnicas,,29-Jan-14,202600,88005,509689027
37591,"ARCONORTE INSTAcoES VENTILAcaO E AR CONDICIONADO, LDA",QUALIFICAcaO E INTERNACIONALIZAcaO PME,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Valongo,Norte,Construcao,43222 - Instalacao de climatizacao,,29-Jan-14,241654,108873,502603453
37594,"FPG - PRODUCT & BUSINESS PROJECTS, UNIPESSOAL, LDA","INTERNACIONALIZAcaO DA FPG - PRODUCT & BUSINES PROJECTS, LDA",SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Porto,Norte,Servicos,70220 - Outras actividades de consultoria para os negocios e a gestao,,29-Jan-14,124568,55237,510669930
37601,"JOAQUIM MATOS NUNES, LDA",INTERNACIONALIZAcaO - PENETRAcaO EM NOVOS MERCADOS,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Pacos de Ferreira,Norte,Comercio,"47591 - Comercio a retalho de mobiliario e artigos de iluminacao, em estabelecimentos especializados",,29-Jan-14,171069,97233,501356134
37618,"COZINHAS PL -COMERCIO E INSTALAcAO DE COZINHAS, LDA",COZINHAS PL NAS «CASAS DO MUNDO»,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Fafe,Norte,Industria,31020 - Fabricacao de mobiliario de cozinha,,29-Jan-14,85845,52309,505692210
37619,"POSTER DIGITAL - IMPRESSaO DIGITAL DE CARTAZES, LDA",PROJETO INTERNACIONALIZAcaO POSTER DIGITAL - BRASIL E ANGOLA,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Gondomar,Norte,Industria,18120 - Outra impressao,,29-Jan-14,397685,213344,504009494
37629,"ACQUA ZMC - DISTRIBUIcoES, LDA",ACQUA GLOBAL,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Vila Nova de Gaia,Norte,Comercio,46900 - Comercio por grosso nao especializado,,29-Jan-14,38605,16868,507719840
37631,"SPLENDIDEVASION, LDA",PROMOcaO DA ATIVIDADE INTERNACIONAL DA SPLENDID EVASION,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Vila Nova de Gaia,Norte,Turismo,79110 - Actividades das agencias de viagem,,29-Jan-14,129273,68200,510695566
37635,"MYID - PUBLICIDADE, LDA",PROJECTO DE EXPANSaO MUNDIAL,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Trofa,Norte,Comercio,46900 - Comercio por grosso nao especializado,,29-Jan-14,345073,199618,507347374
37644,"COOPERATIVA DOS PRODUTORES AGRiCOLAS DE FAFE, COFAFE CRL",INTERNACIONALIZAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Fafe,Norte,Comercio,"47191 - Comercio a retalho nao especializado, sem predominancia de produtos alimentares, bebidas ou tabaco, em grandes armazens e similares",,29-Jan-14,133694,62410,501167293
37648,"TUBOAMBIENTE - COMeRCIO DE PRODUTOS PARA INDuSTRIA E CONSTRUcaO, LDA",A INTERNACIONALIZcaO COMO FACTOR DE DESENVOLVIMENTO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,10/SI/2012,PO Norte,AICEP,Santa Maria da Feira,Norte,Comercio,46732 - Comercio por grosso de materiais de construcao (excepto madeira) e equipamento sanitario,,29-Jan-14,522637,243099,506017370
37663,"AROUPLaS - PLaSTICOS TeCNICOS, LDA",CeLULA PARA INJECcaO DE TRANSPARENTES,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO Norte,IAPMEI,Arouca,Norte,Industria,"22292 - Fabricacao de outros artigos de plastico, ne",,29-Jan-14,575128,373833,502965835
42307,"INSPIREDRAFT, LDA",PLANIFICAR O NEGoCIO PARA AUMENTAR A COMPETITIVIDADE E A SUSTENTABILIDADE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Guimaraes,Norte,Servicos,74100 - Actividades de design,,29-Jan-14,7500,5625,510883478
42320,"PRODIGEO - PROJECTOS, DIRECcaO E GESTaO DE OBRAS, LDA",ESTUDO PReVIO PARA DESENVOLVIMENTO DE NOVA GAMA DE PRODUTOS | RAMPAS GERADORAS DE ENERGIA ELeTRICA,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Porto,Norte,Servicos,71120 - Actividades de engenharia e tecnicas afins,,29-Jan-14,20000,15000,502536985
42322,"FIREMAP, LDA",PLANO DE NEGoCIOS - FERRAMENTA ESTRATeGICA DE DESENVOLVIMENTO,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Braga,Norte,Servicos,71120 - Actividades de engenharia e tecnicas afins,,29-Jan-14,18350,13763,510875920
42316,"TROFeU VANGUARDA UNIPESSOAL, LDA",CONSULTORIA PARA O DESENVOLVIMENTO DE PLATAFORMA WEB ECOMMERCE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Gaia,Norte,Comercio,45320 - Comercio a retalho de pecas e acessorios para veiculos automoveis,,29-Jan-14,20000,15000,510581218
42328,"GONKSYS, SA",PLANO DE NEGoCIO GONKSYS,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Porto,Norte,Servicos,62030 - Gestao e exploracao de equipamento informatico,,29-Jan-14,20000,15000,510874169
42250,"RUI PEDRO VALeRIO DE ALMEIDA, UNIPESSOAL, LDA",PLANO DE MARKETING,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Gaia,Norte,Comercio,"47591 - Comercio a retalho de mobiliario e artigos de iluminacao, em estabelecimentos especializados",,29-Jan-14,20000,15000,510450121
42255,"VELVETGLAMOUR - CONFECcoES, LDA",AQUISIcaO PARA CONSULTORIA DE PLANO DE NEGOCIOS,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Lousada,Norte,Industria,14131 - Confeccao de outro vestuario exterior em serie,,29-Jan-14,19850,14888,510564941
42257,"JORGE BRANDaO GONcALVES UNIPESSOAL, LDA",ELABORAcaO DE UM PLANO DE NEGoCIOS E PROJETO DE VIABILIDADE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Amarante,Norte,Comercio,"47591 - Comercio a retalho de mobiliario e artigos de iluminacao, em estabelecimentos especializados",,29-Jan-14,6300,4725,510718531
